Image,Head_Area,Head_Perimeter,Head_Major_Axis,Head_Minor_Axis,Head_Aspect_Ratio,Head_Circularity,Head_Solidity,Head_Intensity_Mean,Head_Intensity_Std,Head_Intensity_Entropy,Head_BBox_Height,Head_BBox_Width,Head_to_Image_Area_Ratio,Symphysis_Area,Symphysis_Perimeter,Symphysis_Solidity,Symphysis_Circularity,Symphysis_Intensity_Mean,Symphysis_Intensity_Std,Symphysis_BBox_Height,Symphysis_BBox_Width,Head_Symphysis_Distance,Vertical_Alignment_Angle,Head_to_Symphysis_Area_Ratio
train_images_0.png,32420,674.7249635,213.5340841,193.7043604,1.102371019,0.894889305,0.990468044,56.79984577,44.69382033,4.614226717,216,196,0.123672485,3748,288.3319985,0.958567775,0.566531108,79.38020277,47.80005572,70,92,152.2800108,259.3763759,8.649946615
train_images_1.png,32237,680.2985566,226.9759608,181.456342,1.25085707,0.875317042,0.989532814,39.17393058,35.1518554,4.534653998,226,180,0.122974396,4992,329.1248917,0.965383872,0.579112557,89.88902244,50.28527605,58,124,173.6538746,73.72838293,6.457732359
train_images_10.png,39367,749.2691193,250.8284971,200.1797653,1.253016179,0.881183825,0.991087838,25.49404323,26.79607296,4.095317763,246,198,0.150173187,6348,359.2964646,0.973768983,0.617932297,71.58097038,41.14270001,62,134,199.807776,71.40198193,6.201480772
train_images_100.png,56613,912.7493501,312.8499086,231.0642448,1.353951994,0.853931371,0.989409112,25.0325367,38.80786126,3.817166197,314,234,0.215961456,5664,354.6101731,0.960651289,0.566018632,62.63965395,42.37814861,64,132,209.4923447,249.1808631,9.995233033
train_images_1000.png,25764,606.8427125,203.5854914,161.3216293,1.261985015,0.879165977,0.988679535,51.03085701,22.50950434,4.171781819,194,170,0.09828186,2960,230.9116882,0.966057441,0.697605253,118.8003378,52.96238589,54,74,170.0098965,53.27309085,8.704054025
train_images_1001.png,64328,957.920923,306.5595024,267.5738501,1.145700489,0.880948651,0.990743735,38.68582888,39.22686294,4.631988239,304,266,0.245391846,7508,404.7228714,0.967276475,0.575994893,94.08444326,48.49585333,94,134,223.7953586,248.7920853,8.567927533
train_images_1002.png,63125,952.4894655,323.0311173,249.2661509,1.295928481,0.874361231,0.990708916,30.76031683,43.28664424,4.212764192,321,258,0.240802765,5448,338.1959595,0.956124956,0.598563367,84.24100587,51.13487452,68,120,209.1969434,243.8840782,11.58682083
train_images_1003.png,33612,693.4701295,229.0604713,187.4841753,1.221758896,0.878311766,0.988471944,30.38435678,27.05129289,4.333081224,226,186,0.128219604,4316,302.8111832,0.967279247,0.591490099,98.95111214,55.01995708,50,116,171.3350459,75.9011964,7.787766432
train_images_1004.png,29469,646.3574311,218.0927223,172.4147123,1.264930972,0.886400047,0.989025373,58.30051919,55.17195028,4.95720573,212,170,0.112415314,4640,324.5391052,0.95473251,0.553597061,82.15344828,41.96093274,60,120,157.297683,73.17975444,6.351077573
train_images_1005.png,75424,1031.979797,345.087465,279.3816528,1.235182945,0.889973416,0.992173009,33.17021107,43.90072661,4.261352661,332,268,0.287719727,6984,392.4680374,0.970269519,0.569777778,70.01517755,40.64760182,62,150,215.6617459,254.0297982,10.79954179
