Image,Lesion_Size,Perimeter,Compactness,BoundingBox_Area,Orientation,Solidity,Centroid_X,Centroid_Y,Asymmetry,Mean_Intensity,Mean_RGB,Mean_HSV,Color_Std,Color_Entropy,Color_Variance
ISIC_0025306,72982,1136.4305824041367,1.4177636990173503,103068,88.30335235595703,0.9623625934679036,268,213,86.28977006847033,131.71988983584993,136.7410137659514,157.86231764910067,17.91882503828775,5.479992198238732,342.617763632327
ISIC_0025307,116709,1497.6753096580505,1.537806705291869,182414,33.679359436035156,0.9462669774709146,320,230,141.9363373739869,126.11673478480665,127.40372207798883,126.01577998840419,24.205092724742375,6.166417966050446,604.8881073525885
ISIC_0025308,30614,733.3107427358627,1.4132452391261552,45980,131.85208129882812,0.961131919451139,300,215,156.55686935501507,129.63546090024172,132.68316238757868,123.9916704775593,13.779868897750413,5.237771226965185,198.4554921441053
ISIC_0025309,22066,593.2274819612503,1.2838882247163699,31600,23.29474639892578,0.9753180259002804,299,231,105.89903013418879,110.76520438683949,108.4228677603553,108.14261760174024,26.184672458778397,6.220449079366514,703.7939245778726
ISIC_0025310,48033,1138.070188999176,2.167615641910942,95040,68.75748443603516,0.802205032467763,286,193,189.43776149950287,98.86692482251786,98.78977647311918,89.32281278843017,35.106276195070336,6.6887782702389424,1262.193914943411
ISIC_0025311,60168,1019.4356340169907,1.3848324431556598,79120,83.36842346191406,0.9682853666853205,233,243,171.0666134538182,68.37057904533971,74.61430771617249,156.0330574391703,32.07844894721202,7.14084581871589,1053.1571909994148
ISIC_0025312,39165,841.5706284046173,1.4530838765984406,52430,97.49591827392578,0.9369398746438292,323,275,217.62451162578205,159.59374441465593,164.6869654027831,130.6097961615388,28.689790914291347,6.1306714853476745,825.2856686170744
ISIC_0025313,68393,1037.7199054956436,1.2613374216486377,88408,84.0317611694336,0.9742732994458472,309,232,48.45033847784856,67.56010117994532,69.0479824933351,97.98782039097568,43.33843157219008,7.325789125097544,1931.9446530953646
ISIC_0025314,146123,1484.8641268014908,1.2060152815264877,197524,82.05239868164062,0.9789549827751192,376,208,142.75929181971634,154.8178589270683,162.3937459081276,151.86419888267645,13.063075203141253,5.526393825196359,172.52959069904963
ISIC_0025315,162946,1608.8569877147675,1.2697335341504976,200250,17.623016357421875,0.972982861197284,327,237,69.47597363117377,150.82993752531513,151.98474750326284,117.66900691026474,11.89933868321043,4.9479978216056875,150.93373785114298
ISIC_0025316,26656,638.3157966136932,1.2294475882370046,32860,0.11295676976442337,0.9748997279356414,338,170,305.11404550378376,99.40666266506602,97.93613695478193,110.0654636854742,31.056522520032686,7.075815621012876,980.2063438469062
ISIC_0025317,168236,1554.0356999635696,1.1469393976113298,211904,97.58177185058594,0.9879338705956752,312,224,26.890986469787027,160.3626928838061,167.30052624487823,145.50646710573244,44.088425783738046,7.054675105824962,1944.6806562205863
ISIC_0025318,20977,546.1564145088196,1.1441681121687175,27924,97.4249038696289,0.9892473113562467,214,227,268.313676756298,91.94451065452638,94.11696937916132,117.44655257345346,28.473817545033487,6.801604245685533,821.6608298724362
ISIC_0025319,166030,1751.6164355278015,1.477363180444457,213775,64.23590087890625,0.9601257199731523,304,246,69.17227006750755,186.4007348069626,190.3582384709591,148.57908410126683,10.612193153868832,4.802433233870862,117.78891745153469
ISIC_0025320,43786,840.4650709629059,1.294492827503106,59236,130.65521240234375,0.9541639198079183,255,172,247.72118936470076,119.72061846252227,122.22338951567473,114.40105665433396,24.40096018212064,6.157016375075761,600.8785469880899
ISIC_0025321,5988,291.8650053739548,1.156894162478955,7520,78.5626220703125,0.9861157842710944,282,224,129.5390779399815,100.43019372077488,109.86172344689378,121.78824315297261,46.58529999860525,7.227186213923686,2186.0523818549295
ISIC_0025322,47240,945.3178827762604,1.5182648616231205,71672,51.89727020263672,0.9024315053557798,295,197,179.6118543226901,201.14678238780695,203.68805390911658,136.84109511713237,12.045768140634031,4.636589523714972,157.2886216567749
ISIC_0025323,12729,433.889390707016,1.1945345501187938,17080,20.796876907348633,0.9814916254644768,290,219,86.1579070734874,95.23246130882238,93.81865556341164,109.98986566108886,31.405108130759043,6.321462225657812,1066.0589584040479
ISIC_0025324,74449,1074.8153581619263,1.2424753188827777,99520,43.14808654785156,0.9642084548368159,321,200,93.19969373756535,91.35577375115851,93.06641683120883,111.43946415219368,39.37536282201538,6.822284137615625,1588.3533235446969
ISIC_0025325,140794,1484.3372160196304,1.2510229748774457,184860,60.27973556518555,0.9838987660997316,329,226,90.04383708893535,93.81629188743838,100.26794939178279,165.83584290997248,26.763634460363637,6.524412720572322,720.7096141510862
ISIC_0025326,56233,990.4894545078278,1.3989216427465594,76934,65.31729125976562,0.9491237168769932,269,239,116.51635158776584,134.05829317304784,135.75988595071695,110.56064944071984,19.458667517104928,5.5210283684775545,409.38526818198307
ISIC_0025327,91192,1267.8691799640656,1.4112136772441373,136258,51.857940673828125,0.9588514366604237,307,209,158.0826388106322,96.33535836476884,101.83976664619702,136.33097567038044,34.62527814813378,6.764225419491678,1221.6817227706567
ISIC_0025328,89161,1185.5260322093964,1.2615420859463593,129130,132.0995330810547,0.9872441592629068,239,225,169.48755619951686,86.00090846894943,96.35657967048373,176.57559545840297,25.58671152166399,6.640882365531716,655.1971366536382
ISIC_0025329,24107,602.8010768890381,1.2127921678794582,29928,122.32875061035156,0.9787762470581185,350,191,287.9110630572402,171.29111876218525,173.35802878831873,125.64486110534976,14.867092169462993,4.19999094483619,256.42809920229615
ISIC_0025330,43021,835.4945104122162,1.3021669450970565,61857,158.49038696289062,0.9683562978756596,195,201,326.1752166787905,166.91157806652566,165.86971479045118,104.63864159364032,11.383089650612717,4.685927404080616,149.8215273580122
ISIC_0025331,45908,838.9503515958786,1.229683497461089,61740,139.68414306640625,0.9681176668576522,301,262,121.15221745204491,154.51339635793326,154.59848682872993,98.89222648194941,16.032778120429946,5.728061180193972,262.4852665305381
ISIC_0025332,17152,512.8010768890381,1.235853263502087,23000,92.12708282470703,0.9762179296764382,243,211,257.7014923870677,121.9434468283582,124.61192086442786,124.86059934701491,28.703334928854463,6.751040739432028,828.7861854710151
ISIC_0025333,64909,1138.8326025009155,1.6023720566268111,94392,85.41949462890625,0.9413699109270803,320,154,244.9607912238733,131.39581568041413,132.31376234420497,115.51313890729072,21.505875777179288,5.749633045028771,463.95276296181663
ISIC_0025334,55841,937.2762528657913,1.2609737871965903,78674,133.6582794189453,0.9671845149698302,250,182,217.09181421946386,102.2946759549435,106.1884338269969,139.62383075756762,28.01009217210383,6.651189024600599,786.4673080449564
ISIC_0025335,17127,513.0020877122879,1.2388709552490853,22752,1.132628321647644,0.9617671317032588,296,221,41.46342030626297,138.31295615110645,137.60882427356415,99.04176641170862,18.29802884144594,5.211038507805556,382.7610011539662
