Image,Head_Area,Head_Perimeter,Head_Major_Axis,Head_Minor_Axis,Head_Aspect_Ratio,Head_Circularity,Head_Solidity,Head_Intensity_Mean,Head_Intensity_Std,Head_Intensity_Entropy,Head_BBox_Height,Head_BBox_Width,Head_to_Image_Area_Ratio,Symphysis_Area,Symphysis_Perimeter,Symphysis_Solidity,Symphysis_Circularity,Symphysis_Intensity_Mean,Symphysis_Intensity_Std,Symphysis_BBox_Height,Symphysis_BBox_Width,Head_Symphysis_Distance,Vertical_Alignment_Angle,Head_to_Symphysis_Area_Ratio
train_images_0.png,32420,674.7249634685276,213.5340841257526,193.70436040595277,1.1023710186726403,0.8948893045873484,0.9904680435048271,56.79984577421345,44.69382032839495,4.614226716560583,216,196,0.1236724853515625,3748,288.3319984622144,0.9585677749360614,0.566531108183106,79.38020277481323,47.80005571577712,70,92,152.28001083040039,259.37637589905216,8.64994661512821
train_images_1.png,32237,680.2985565973347,226.97596076230914,181.4563420392001,1.2508570695462642,0.8753170423492713,0.9895328135551599,39.173930576666564,35.151855403060175,4.534653997507014,226,180,0.12297439575195312,4992,329.12489168102786,0.9653838715915684,0.5791125574955758,89.88902243589743,50.285276046248725,58,124,173.65387456992084,73.72838293311517,6.45773235885871
train_images_10.png,39367,749.2691193458119,250.8284971477875,200.17976525531088,1.2530161792212966,0.8811838250059661,0.9910878376677325,25.494043234180914,26.796072960018883,4.095317762842481,246,198,0.15017318725585938,6348,359.29646455628165,0.9737689829728486,0.6179322965807567,71.58097038437303,41.14270001304567,62,134,199.80777598618633,71.40198192890219,6.201480771579268
train_images_100.png,56613,912.7493500861672,312.8499085898186,231.06424479804755,1.3539519942764515,0.8539313710097974,0.9894091123577833,25.032536696518466,38.807861261500754,3.8171661966725132,314,234,0.21596145629882812,5664,354.6101730552664,0.9606512890094979,0.5660186324305773,62.63965395480226,42.37814861113458,64,132,209.4923447219895,249.1808630756475,9.995233033200508
train_images_1000.png,25764,606.842712474619,203.58549135170864,161.32162927342998,1.2619850149591159,0.8791659765784346,0.9886795349015696,51.03085700978109,22.50950433969138,4.171781818915743,194,170,0.0982818603515625,2960,230.9116882454314,0.9660574412532638,0.6976052526487453,118.80033783783784,52.962385886137184,54,74,170.00989648224407,53.27309085431975,8.704054024648466
train_images_1001.png,64328,957.920922961421,306.559502406198,267.5738500750469,1.1457004892787988,0.8809486505329601,0.9907437354648925,38.68582887700535,39.22686293757709,4.631988239470381,304,266,0.245391845703125,7508,404.7228714274745,0.9672764751352744,0.5759948927947655,94.08444326052211,48.49585332888918,94,134,223.79535856479905,248.79208533909897,8.567927532541386
train_images_1002.png,63125,952.4894654563448,323.0311172924279,249.26615089165014,1.2959284811741516,0.874361231321466,0.9907089159878839,30.76031683168317,43.28664424277548,4.212764192280997,321,258,0.24080276489257812,5448,338.1959594928933,0.9561249561249561,0.5985633666070672,84.24100587371512,51.1348745238991,68,120,209.1969433784013,243.88407824639825,11.586820830420667
train_images_1003.png,33612,693.4701294725885,229.06047127389522,187.48417530094778,1.2217588961234762,0.8783117663796265,0.9884719444771204,30.384356777341427,27.051292893045545,4.333081223720162,226,186,0.1282196044921875,4316,302.8111831820431,0.9672792469744509,0.5914900994969194,98.95111214087117,55.01995707558761,50,116,171.33504594303838,75.9011964003391,7.787766432373108
train_images_1004.png,29469,646.3574311003804,218.09272227265777,172.41471230566185,1.2649309719967916,0.8864000468950524,0.989025372533226,58.300519189656924,55.171950275993105,4.9572057303794725,212,170,0.11241531372070312,4640,324.53910524340097,0.9547325102880658,0.5535970607001748,82.15344827586208,41.96093274163192,60,120,157.29768296645986,73.17975444142789,6.351077572519229
train_images_1005.png,75424,1031.9797974644666,345.08746497666505,279.3816527946644,1.2351829448101328,0.8899734156098333,0.9921730093792341,33.170211073398384,43.90072660606074,4.261352661222947,332,268,0.2877197265625,6984,392.46803743153544,0.9702695193109196,0.5697777783016174,70.0151775486827,40.647601824121836,62,150,215.66174588234878,254.0297982390085,10.799541794387828
train_images_1006.png,44053,790.2396820942889,256.96514960820207,219.03835733861376,1.17315131924334,0.8864774343312631,0.9901108039466883,8.103239279958233,18.766250741272632,2.4131307756161298,254,214,0.16804885864257812,4620,304.6690475583122,0.9777777777777777,0.6254537053406947,49.303030303030305,40.03508275913238,48,116,172.08745517303225,80.38757418451976,9.535281364642248
train_images_1007.png,38959,755.3279938488577,266.43219946915025,187.3909995061023,1.4217981971033353,0.8581169952633854,0.9899629008487066,32.68235837675505,40.93299405658241,4.2168314279972625,258,182,0.14861679077148438,5588,324.53910524340097,0.9735191637630662,0.6667026670673656,49.82408732999284,39.63641804075868,70,110,198.63309966798687,260.72684553793624,6.971904067695233
train_images_1008.png,40316,759.4112549695428,250.61938633267283,205.28630823414778,1.2208284920713446,0.8784827575542542,0.990297462602245,23.589071336442107,27.165756931447152,3.9869006678282997,248,204,0.1537933349609375,6404,362.12489168102786,0.9719229018060404,0.6136834773677875,70.55168644597127,45.15235009989954,64,134,191.28284147786516,77.72109596360062,6.295440339950906
train_images_1009.png,37166,725.7544007200504,229.06721070327384,207.4804371927384,1.1040423991880182,0.8866992287801917,0.989141427582903,26.216165312382284,29.52146243918569,4.074829759526953,222,212,0.14177703857421875,4432,312.0538238691624,0.9576490924805532,0.5719401674861601,90.89169675090253,57.485202098254575,58,114,169.51769923069764,72.73117532037043,8.38583030598865
train_images_101.png,36922,724.239682094289,234.90360303256443,200.84959281025442,1.1695497513852757,0.8845664198025102,0.9894680423422216,27.25781376956828,32.7087193829868,4.1695925871101815,229,206,0.14084625244140625,4208,303.6396103067893,0.9567985447930878,0.573546645917232,86.86406844106465,54.62958960771939,56,112,167.5666322730324,73.20288166643977,8.774239522874906
train_images_1010.png,33664,693.4701294725885,228.31834594905018,188.29974231569255,1.2125260025104267,0.8796705731109054,0.9882864104747087,41.61017704372624,36.17938470529891,4.614001407501809,226,186,0.12841796875,5228,329.2253967444162,0.9674315321983715,0.6061202357639595,88.25573833205814,47.30005581025483,56,124,173.4529004057674,74.59322504497715,6.439173667866921
train_images_1011.png,16588,482.2741699796952,163.3320129985737,129.53202878775375,1.2609391045423388,0.8962225894372237,0.9892652671755725,46.335604051121294,31.677225724906567,3.6698878023172243,162,128,0.0632781982421875,3784,267.6396103067893,0.9584599797365755,0.66383510329653,124.81818181818181,58.79270977258861,62,88,153.6879054299408,63.06120575363033,4.383720918647672
train_images_1012.png,37674,733.7544007200504,245.15804762508154,196.3829998149916,1.2483668921055844,0.87932649590035,0.9885853735338109,79.28903222381483,57.44212524368689,5.072191593738385,240,198,0.14371490478515625,5428,324.53910524340097,0.9642920589802807,0.6476131132501183,111.18496683861459,56.82007799521376,78,102,202.96053549000496,266.8058031334531,6.94067795331489
train_images_1013.png,28174,635.8132752230962,215.1940405423781,166.86462418041606,1.289632411321549,0.875788406013726,0.988700168444694,23.53474834954213,27.7517193816008,4.010137833642861,216,166,0.10747528076171875,3868,287.9827560572969,0.9612326043737575,0.5860887187602372,64.31463288521199,36.614310959514,50,108,154.87550738542217,81.71117600539299,7.28386761301999
train_images_1014.png,33399,695.3279938488575,240.3674444599767,177.10731614608548,1.3571852146969439,0.8680882922404144,0.9893947921912493,86.81798856253181,53.18460651265021,5.1357167749974,236,174,0.12740707397460938,4016,306.88225099390854,0.9512079583135955,0.5358707177181373,88.45293824701196,55.627982315025676,52,118,216.5182777798858,64.67104745966782,8.316484043036644
train_images_1015.png,36197,729.6711395993652,257.2318973413395,179.65974959151313,1.4317724677256596,0.8543348128758209,0.9897733176560662,22.903804182667074,35.6487993323129,4.010992893782771,250,176,0.13808059692382812,5080,321.0538238691624,0.9479380481433103,0.6193239606386942,62.60236220472441,46.374607494609045,60,114,173.50483817338184,268.8678086129209,7.125393686761036
train_images_1016.png,41906,774.4406922210655,266.5633942439109,200.48710542646663,1.3295786797914169,0.8780307861512686,0.9910135742326065,52.13962201116785,47.61955494202712,4.694389682998063,260,196,0.15985870361328125,3448,296.7401153701776,0.9283791060850834,0.49206740591087994,82.11397911832947,48.88240359850891,46,116,161.69142191993356,79.84708456618188,12.153712261735173
train_images_1017.png,31004,666.842712474619,228.53893936234834,172.96083885223504,1.3213333588435097,0.8761546565079137,0.9897525937749402,39.1336279189782,22.24345376305957,3.9203003272589587,224,170,0.1182708740234375,4884,294.3259018078045,0.9729083665338646,0.7084815622669934,99.86036036036036,51.43200564789182,64,96,160.9099580011561,87.76206361571306,6.3480753350776515
